Time (s),Engine RPM,Driveshaft RPM,Vehicle Speed (mph),Longitudinal G,Throttle (%),Gear
0.0,7605.48490743558,0.8630435547442643,0.18744979005656656,0.021187950030498594,100.0,1
0.02,7581.280286087671,11.133853221118514,0.10802902597464616,0.02080389273248782,100.0,1
0.04,7613.508121524516,-10.593237129200705,0.15399829908201396,0.0639845425556132,100.0,1
0.05999999999999999,7616.930164895042,-5.307166540807286,0.1863543697785588,0.11856829168943883,100.0,1
0.08,7564.881366604231,-4.705403998849178,0.20730885665486132,0.16414527881937568,100.0,1
0.10000000000000002,7576.5607688764785,6.072047421304699,-0.028430351275309296,0.21090104424764017,100.0,1
0.12000000000000004,7602.301127257011,21.187948611804753,0.3521251070661291,0.24873087198027483,100.0,1
0.14000000000000004,7594.307633337816,28.039380935409216,0.3741732334453585,0.2801575408711944,100.0,1
0.16000000000000006,7599.697579164923,33.164316237953386,0.40119541999036074,0.33419043693241773,100.0,1
0.18000000000000008,7584.645209303676,27.697391738832124,0.9985630474405784,0.37430195403152744,100.0,1
0.2000000000000001,7615.829163547531,29.505177592193444,1.1763083011328557,0.40584057831271586,100.0,1
0.2200000000000001,7614.0002548377215,58.352356983366455,1.309059990044342,0.45362657572486864,100.0,1
0.24000000000000013,7601.188552556102,65.0238327244953,1.3492262670738362,0.48672645263432157,100.0,1
0.2600000000000001,7620.290341725425,84.30658574404147,1.7368548317792627,0.5183851697321714,100.0,1
0.28000000000000014,7608.415168160537,99.03749124161017,1.776935304363002,0.5709781683900004,100.0,1
0.30000000000000016,7584.532735668102,108.27901829564807,2.063962636989213,0.605106131225787,100.0,1
0.3200000000000002,7606.637514113485,127.97019339274851,2.1454875126125215,0.6440133984675452,100.0,1
0.3400000000000002,7582.740113185078,139.40762934206126,2.6625715411293727,0.6987295357218961,100.0,1
0.3600000000000002,7615.812105423531,158.47197676333815,2.9231448165363916,0.6994912787145996,100.0,1
0.3800000000000002,7599.101333602247,166.22823873520232,3.047302646111196,0.7498231582984047,100.0,1
0.40000000000000024,7596.672477456185,189.04346601712066,3.5811838877729674,0.7921292957362568,100.0,1
0.42000000000000026,7587.743268200729,211.65375408078881,3.940616465421481,0.8403673935243124,100.0,1
0.4400000000000003,7622.005744096133,237.2313408133068,4.603471974996698,0.8814539183023402,100.0,1
0.4600000000000003,7597.218469322762,249.09698551429543,4.866781153822468,0.9089267435222701,100.0,1
0.4800000000000003,7592.290099201064,278.99213688486407,5.150726779500086,0.9541484196768923,100.0,1
0.5000000000000003,7593.661596091212,296.2718771546035,5.6202383237428934,0.995391583214765,100.0,1
0.5200000000000004,7609.58156533996,322.03773806740753,6.04101180217018,1.0685742409207597,100.0,1
0.5400000000000004,7606.577993158553,355.2011785138348,6.472952020462491,1.1020174194774721,100.0,1
0.5600000000000004,7607.429187008728,359.218686502602,6.827583665846308,1.1198825058231543,100.0,1
0.5800000000000004,7607.754778054142,392.4044193907194,7.471398045631693,1.160364167096933,100.0,1
0.6000000000000004,7638.549656815669,419.55028135016653,7.903798625138492,1.1925079600281179,100.0,1
0.6200000000000004,7592.684529705077,442.39254963289545,8.367373023706987,1.2249186958677483,100.0,1
0.6400000000000005,7590.779630876712,486.31478792515543,9.188360072182135,1.2828311981359157,100.0,1
0.6600000000000005,7585.352090891538,529.4450239557535,9.74467239898999,1.3140214801675607,100.0,1
0.6800000000000005,7611.087629606359,553.9118147717726,10.00983192784025,1.363151494683381,100.0,1
0.7000000000000005,7620.321501268976,591.5506322621046,10.868840168012103,1.3879979415095662,100.0,1
0.7200000000000005,7597.948945762212,633.4989104971969,11.663552335157723,1.4363802554168985,100.0,1
0.7400000000000005,7584.877183414675,671.2662348192542,12.317584406289,1.4854862709530294,100.0,1
0.7600000000000006,7585.159338117558,696.9971488712431,12.974629544614613,1.5276620959778404,100.0,1
0.7800000000000006,7611.710670180844,746.3335221706466,13.506193626489772,1.5681747195874214,100.0,1
0.8000000000000006,7613.378575081662,775.2485780090216,14.070751928077364,1.5907951101584308,100.0,1
0.8200000000000006,7609.776776829493,807.874248893666,14.749655439532663,1.6525468573013569,100.0,1
0.8400000000000006,7588.0208252688035,850.9381540026285,15.696151990258016,1.6759978830339828,100.0,1
0.8600000000000007,7604.178903815201,886.029865858883,16.451153705154784,1.7303285791460743,100.0,1
0.8800000000000007,7602.100344564533,934.0135051119827,17.354711266740768,1.7638936132338194,100.0,1
0.9000000000000007,7603.936394741122,982.5651222426933,18.111507902096776,1.7902361250092218,100.0,1
0.9200000000000007,7615.685718003067,1037.2374257131721,18.7291254651567,1.8408380229541896,100.0,1
0.9400000000000007,7604.024719877944,1091.025651426496,19.382327145443607,1.8876536374206392,100.0,1
0.9600000000000007,7612.220444135294,1113.7263878781264,20.358639755902924,1.9301296538047474,100.0,1
0.9800000000000008,7601.2164232508,1176.5266406982948,21.29418759740341,1.9625901210255574,100.0,1
1.0000000000000007,7605.204149176419,1214.7378048552716,22.10393705864615,2.0193177889060117,100.0,1
1.0200000000000002,7611.363188065094,1277.617826563584,22.93776151106109,2.054075107709866,100.0,1
1.0399999999999998,7573.771195242598,1324.6114904966719,23.970123885881865,2.081433458836002,100.0,1
1.0599999999999994,7594.245918105568,1363.9364680499464,24.781892493333874,2.131501218121368,100.0,1
1.079999999999999,7591.53329222273,1440.0188456088438,25.706120687441206,2.1833379348518798,100.0,1
1.0999999999999985,7588.50019873162,1482.84793593758,26.807442425145524,2.2236048460078273,100.0,1
1.119999999999998,7595.047439477919,1539.6002831286844,27.678368967526083,2.2317200011917713,100.0,1
1.1399999999999977,7626.90894360222,1592.5862923286047,28.770776321983124,2.274734668888424,100.0,1
1.1599999999999973,7584.415039917521,1654.2732198355775,29.78818353070055,2.338849187867333,100.0,1
1.1799999999999968,7617.429010382647,1722.3850450283694,30.60688029529081,2.3534171894916174,100.0,1
1.1999999999999964,7569.708344110915,1777.9944205416089,31.753749649602003,2.390774588667076,100.0,1
1.219999999999996,7593.972069460256,1843.776740346229,33.107292986442005,2.4391380586930014,100.0,1
1.2399999999999956,7602.92955517189,1906.7749357472903,33.800554600362574,2.488202267094737,100.0,1
1.2599999999999951,7610.552001964467,1978.2702813248602,34.758157896290776,2.5229760329338795,100.0,1
1.2799999999999947,7612.802078436272,2029.8815260223391,35.91471828155906,2.5574943637959335,100.0,1
1.2999999999999943,7614.280250233599,2086.8210911365513,37.33424999198648,2.5972578753827436,100.0,1
1.3199999999999938,7593.722948699528,2174.2789114943275,38.48795899170488,2.6368766293558608,100.0,1
1.3399999999999934,7591.677667732038,2231.2869870692634,39.63666712623166,2.6752049037133974,100.0,1
1.359999999999993,7615.443565862629,2309.979806832508,41.02110870460104,2.724648419512513,100.0,1
1.3799999999999926,7596.556522152131,2369.50187727292,41.622980550677234,2.7031023041203084,100.0,1
1.3999999999999921,7577.037646179918,2430.6145598899593,43.26746532859755,2.7072609300316173,100.0,1
1.4199999999999917,7579.600830147937,2499.5376567612584,44.62569195409295,2.6917401268443872,100.0,1
1.4399999999999913,7583.449858851971,2577.292358601921,45.40492908904801,2.69298067564277,100.0,1
1.4599999999999909,7608.948893392968,2643.0880044616006,46.698951926226734,2.6858861761874087,100.0,1
1.4799999999999904,7602.563663249271,2691.664323830614,47.824010402461646,2.6646585842917254,100.0,1
1.49999999999999,7612.42873637322,2756.8752885634754,48.98299617591975,2.6755223419372203,100.0,1
1.5199999999999896,7592.309452365942,2828.5337532553326,50.24758344443504,2.669296160245609,100.0,1
1.5399999999999892,7602.853714439381,2877.332437169108,51.68917927626381,2.662977889632335,100.0,1
1.5599999999999887,7701.013770513133,2948.478669409739,52.92620588070303,2.6520599516973955,100.0,1
1.5799999999999883,7823.335981183499,2998.9136223843366,53.747069791291636,2.597263098234193,100.0,1
1.5999999999999879,7970.271378019326,3052.637462344776,55.194983593734186,2.503569179763333,100.0,1
1.6199999999999875,8083.789973914735,3094.6602947462193,55.99343822601204,2.4570881510224565,100.0,1
1.639999999999987,8232.179949662843,3143.395519087015,57.31473242918915,2.428292339168253,100.0,1
1.6599999999999866,8373.201438617121,3193.679969743563,58.092486271182885,2.412008101656395,100.0,1
1.6799999999999862,8498.260370747883,3254.8463562902625,59.17216730871202,2.3751735434461976,100.0,1
1.6999999999999857,8665.831263098271,3312.7057733426623,60.24432535531186,2.3670762926808506,100.0,1
1.7199999999999853,8783.650871007445,3365.75901570211,61.69307266630633,2.3455937046503017,100.0,1
1.739999999999985,8920.724090713493,3432.7899105070646,62.356917893369655,2.2961028465077074,100.0,1
1.7599999999999845,9054.885407755228,3474.3061019910238,63.12080017080259,2.270991855273279,100.0,1
1.779999999999984,9171.39702068789,3502.6309831131493,64.34957229653831,2.219063343022069,100.0,1
1.7999999999999836,9290.143054555943,3557.089866590812,65.105759707746,2.159567879476861,100.0,1
1.8199999999999832,9383.746823094125,3592.1768562633856,66.01843852530789,2.0951048421004903,100.0,1
1.8399999999999828,7592.380630383205,3642.7490727655972,67.15012224816061,2.1044912431042166,100.0,2
1.8599999999999823,7598.565072203684,3701.077539946299,67.95797532832164,2.1571975818424134,100.0,2
1.879999999999982,7569.627980188756,3760.122963480511,68.95212877785737,2.199602625111091,100.0,2
1.8999999999999815,7573.951975496385,3804.106185125296,69.87957948180279,2.1961920189887603,100.0,2
1.919999999999981,7576.19140697762,3865.710816450368,70.89480586990712,2.2036903011316906,100.0,2
1.9399999999999806,7582.049557103173,3898.348805294646,71.87459374681458,2.2084287057119667,100.0,2
1.9599999999999802,7607.1959360810215,3957.7232460436217,72.48652441136485,2.2081958577924516,100.0,2
1.9799999999999798,7623.114075363573,4025.5060167576466,73.84078852362434,2.1969952909800163,100.0,2
1.9999999999999793,7702.397083158359,4043.095190012227,74.52865595466032,2.1142462981007717,100.0,2
2.019999999999979,7798.415294029343,4087.2830701465773,75.359671332512,2.011463575451226,100.0,2
2.0399999999999787,7846.447210850306,4117.349881245795,76.44771035903142,2.00863519704652,100.0,2
2.0599999999999783,7945.6263310930335,4162.934668671124,77.34075031159901,1.9664895699055822,100.0,2
2.079999999999978,7993.950988483883,4198.935599575945,78.08703362463488,1.9622480630756836,100.0,2
2.0999999999999774,8084.3827354486875,4238.56157238188,79.16984598891707,1.9324792012116503,100.0,2
